project_id;Id_razn;mean_words_comment;count_comments;id;assignee_id;creator_id;overall_worklogs;summary_to_eng;Year;Month;Day;Hour;DayOfWeek;Mesto_in_project;Text_Summa
13;0;0;0;729231;68;68;600;Planning task;2019;8;2;6;5;1.64093767867353;Planning task
13;0;0;0;729230;68;68;1200;Add new styles for text in selected standards section;2019;8;2;6;5;1.64189060415476;Add new styles for text in selected standards section
13;0;0;0;729229;68;68;900;test layout;2019;8;2;6;5;1.64284352963598;test layout
13;4;9;2;729227;10;10;19800;Fix bug with rich text appearance;2019;8;2;9;5;1.64474938059844;"Fix bug with rich text appearance mr created; will merge as soon as build updatedneed to communicate with Ulan; will do it later"
13;0;0;0;729226;68;68;300;Planning task;2019;8;2;10;5;1.64570230607966;Planning task
13;0;0;0;729225;68;68;1200;Delete old phase button and they styles;2019;8;2;10;5;1.64665523156089;Delete old phase button and they styles
13;0;0;0;729223;68;68;900;test layout;2019;8;2;10;5;1.64856108252335;test layout
13;0;15;1;729221;10;10;3600;Merge branches;2019;8;5;5;1;1.6504669334858;"Merge branches communicated with Nakylai and Tamara; decided to not deploy now; will deploy with redesign changes"
13;0;0;0;729219;68;68;2100;Add new color for new classes;2019;8;5;6;1;1.65237278444826;Add new color for new classes
13;0;0;0;729217;68;68;900;Test new classes;2019;8;5;6;1;1.65427863541071;Test new classes
13;0;0;0;729216;86;86;25200;"Remove ""insert to canvas"" button when loading images from services";2019;8;5;7;1;1.65523156089194;"Remove ""insert to canvas"" button when loading images from services"
13;0;0;0;729215;68;68;1200;Planning task;2019;8;5;7;1;1.65618448637317;Planning task
13;0;0;0;729214;68;68;9000;Add styles for delete button;2019;8;5;8;1;1.65713741185439;Add styles for delete button
13;0;0;0;729213;68;68;900;test layout;2019;8;5;8;1;1.65809033733562;test layout
13;0;11;1;729208;68;68;1200;Change text in placeholder, from resources modal;2019;8;5;11;1;1.66285496474176;"Change text in placeholder, from resources modal The text in the placeholders has already been changed by someone; the task is not relevant"
13;0;7;1;729205;68;68;1800;Delete padding for scrollbar in side menu;2019;8;5;11;1;1.66571374118544;Delete padding for scrollbar in side menu i need 2h to complete this task
13;0;0;0;729204;68;68;900;Planning task;2019;8;5;12;1;1.66666666666667;Planning task
13;0;0;0;729203;68;68;1800;Add hover, and add styles for hover;2019;8;5;12;1;1.66761959214789;Add hover, and add styles for hover
13;0;0;0;729202;68;68;600;test layout;2019;8;5;12;1;1.66857251762912;test layout
13;0;2;1;729200;10;10;5400;add enable/disable value in phase object table;2019;8;6;6;2;1.67047836859158;add enable/disable value in phase object table mr created
13;47;29.6666666666667;3;729199;10;10;35100;Add and configure button 'Add pic', when hover over the image in the canvas;2019;8;6;6;2;1.6714312940728;"Add and configure button 'Add pic', when hover over the image in the canvas Problems :*in the backend can not return relationship object; earlier did not provide a reference at the migration level. Will communicate with Ulan later -* this problem was fixedtried to add validations for move elements; no result. So as not to waste time; I will work on another task"
13;0;0;0;729198;68;68;900;Planning task;2019;8;6;6;2;1.67238421955403;Planning task
13;0;7;1;729197;68;68;2400;Study bug with different height at modal windows;2019;8;6;6;2;1.67333714503526;Study bug with different height at modal windows i need 1h to complete this task
13;0;8;1;729196;68;68;18000;Add new media styles for all modal window;2019;8;6;6;2;1.67429007051649;Add new media styles for all modal window i need 4 hours to complete this task
13;0;7;1;729195;68;68;2400;test layout;2019;8;6;6;2;1.67524299599771;test layout i need 1h to complete this task
13;0;0;0;729193;86;86;14400;Upload images from services directly to canvas;2019;8;6;14;2;1.67714884696017;Upload images from services directly to canvas
13;0;0;0;729189;86;86;14400;code refactoring;2019;8;7;7;3;1.68096054888508;code refactoring
13;0;0;0;729187;68;68;900;Planning task;2019;8;7;8;3;1.68286639984753;Planning task
13;0;0;0;729186;68;68;1800;Add hover for svg icons in tab menu and stylize hover;2019;8;7;8;3;1.68381932532876;Add hover for svg icons in tab menu and stylize hover
13;0;0;0;729185;68;68;600;test layout;2019;8;7;8;3;1.68477225080999;test layout
13;0;0;0;729183;68;68;300;Planning task;2019;8;7;9;3;1.68667810177244;Planning task
13;0;0;0;729179;86;86;4200;Tasks planning;2019;8;7;11;3;1.69048980369735;Tasks planning
13;0;0;0;729178;86;86;7200;Discover markup and divide into components;2019;8;7;12;3;1.69144272917858;Discover markup and divide into components
13;0;0;0;729177;86;86;7200;Fix imports (paths);2019;8;7;12;3;1.69239565465981;Fix imports (paths)
13;0;0;0;729176;86;86;16200;Distributing methods according to the old logic;2019;8;7;12;3;1.69334858014103;Distributing methods according to the old logic
13;0;0;0;729175;86;86;8400;Adapt Canvas-activity component for new structure;2019;8;7;12;3;1.69430150562226;Adapt Canvas-activity component for new structure
13;5;5;2;729173;10;10;32400;Adapt standards logic;2019;8;8;6;4;1.69620735658472;"Adapt standards logic mr created ; logic adaptedadapted; merged to the Layout branch"
13;0;0;0;729172;68;68;900;planning task;2019;8;8;7;4;1.69716028206594;planning task
13;0;2;1;729171;68;68;3600;Not correct display item in resources modal, need fix this bug;2019;8;8;7;4;1.69811320754717;Not correct display item in resources modal, need fix this bug 1h 30m
13;0;1;1;729170;68;68;300;Add normal z-index for dropdowns;2019;8;8;7;4;1.6990661330284;Add normal z-index for dropdowns 15m
13;0;1;1;729169;68;68;2400;Add styles for search button;2019;8;8;7;4;1.70001905850962;Add styles for search button 40m
13;0;1;1;729168;68;68;5400;Add normal styles and fix layout bug for dropdown items;2019;8;8;7;4;1.70097198399085;Add normal styles and fix layout bug for dropdown items 2h
13;0;1;1;729167;68;68;2400;Fix bug with scroll when dropdown list open;2019;8;8;7;4;1.70192490947208;Fix bug with scroll when dropdown list open 1h
13;0;1;1;729166;68;68;1200;"Add styles for text ""resources not found""";2019;8;8;7;4;1.70287783495331;"Add styles for text ""resources not found"" 10m"
13;0;1;1;729165;68;68;2400;Fix styles for placeholder and selected value in dropdown;2019;8;8;7;4;1.70383076043453;Fix styles for placeholder and selected value in dropdown 1h
13;0;0;0;729164;68;68;900;Test Layout;2019;8;8;7;4;1.70478368591576;Test Layout
13;0;0;0;729162;86;86;1800;test component;2019;8;8;7;4;1.70668953687822;test component
13;0;0;0;729160;86;86;1800;Tasks planning and description;2019;8;8;7;4;1.70859538784067;Tasks planning and description
13;0;0;0;729159;86;86;6000;Discover markup and divide into components;2019;8;8;8;4;1.7095483133219;Discover markup and divide into components
13;0;0;0;729158;86;86;7200;Fix imports (paths);2019;8;8;8;4;1.71050123880313;Fix imports (paths)
13;0;0;0;729157;86;86;29220;Distributing methods according to the old logic;2019;8;8;8;4;1.71145416428435;Distributing methods according to the old logic
13;0;0;0;729156;86;86;33600;Adapt Canvas-images component for new structure;2019;8;8;8;4;1.71240708976558;Adapt Canvas-images component for new structure
13;0;0;0;729155;86;86;16200;code refactoring;2019;8;8;8;4;1.71336001524681;code refactoring
13;0;0;0;729154;86;86;7200;test component;2019;8;8;8;4;1.71431294072804;test component
13;0;17;1;729153;86;86;30600;Work on feedback;2019;8;8;8;4;1.71526586620926;"Work on feedback [~accountid:5d1077b6181ea30c484a0815] need to add logic; which will close menu; after file was added to the canvas"
13;0;0;0;729152;86;86;7200;Add placeholder and the button for adding to canvas according to the updated design;2019;8;8;11;4;1.71621879169049;Add placeholder and the button for adding to canvas according to the updated design
13;0;0;0;729151;68;68;900;Planning task;2019;8;8;14;4;1.71717171717172;Planning task
13;0;0;0;729150;68;68;2400;Add audio and video icon in comment modal, stylize them;2019;8;8;14;4;1.71812464265294;Add audio and video icon in comment modal, stylize them
13;0;0;0;729149;68;68;1200;Make unclickable buttons;2019;8;8;14;4;1.71907756813417;Make unclickable buttons
13;0;0;0;729148;68;68;600;test layout;2019;8;8;14;4;1.7200304936154;test layout
13;0;7;1;729146;68;68;1800;Fix layout bug;2019;8;9;12;5;1.72193634457785;Fix layout bug i need 8h to complete this task
13;0;0;0;729145;68;68;900;Planning task;2019;8;9;12;5;1.72288927005908;Planning task
13;0;0;0;729144;68;68;6000;Fix bug with master skills and standards modal;2019;8;9;12;5;1.72384219554031;Fix bug with master skills and standards modal
13;0;0;0;729143;68;68;600;Change color for video and audio icons;2019;8;9;12;5;1.72479512102154;Change color for video and audio icons
13;0;0;0;729142;68;68;1200;FIX border radius for buttons in inputs;2019;8;9;13;5;1.72574804650276;FIX border radius for buttons in inputs
13;0;27;1;729141;68;68;2400;Fix border radius for phase preview item;2019;8;9;13;5;1.72670097198399;"Fix border radius for phase preview item This sub task needs another task; since this task requires research and it is large"
13;0;18;1;729140;68;68;3300;test layout;2019;8;9;13;5;1.72765389746522;"test layout I tested layout on firefox and chrome; but not test on safari. Need test layout on safari browser"
13;5;9;2;729138;68;68;9000;Fix layout in standards section(canvas);2019;8;9;13;5;1.72955974842767;"Fix layout in standards section(canvas) {{standards--selected-standard}} - for classes in styles display:none; it is necessary that the class is always visibleRemoved display:none"
13;0;5;1;729137;10;10;1800;Rename Description field to the Learning Objectives;2019;8;12;7;1;1.7305126739089;Rename Description field to the Learning Objectives merged to the develop branch
13;0;0;0;729136;68;68;600;Planning task;2019;8;12;7;1;1.73146559939013;Planning task
13;0;0;0;729134;68;68;1800;test layout;2019;8;12;7;1;1.73337145035258;test layout
13;0;7;1;729131;86;68;18600;Add class for text control whe user check video block;2019;8;12;10;1;1.73623022679626;"Add class for text control whe user check video block not enough requirements; write in more detail [~accountid:5bed2f6c74b7ce17998c0958]"
13;0;0;0;729130;10;10;1200;Fix bug with class icon;2019;8;12;11;1;1.73718315227749;Fix bug with class icon
13;0;5;1;729129;10;10;3600;Fix bug with standards loading on the classes;2019;8;12;12;1;1.73813607775872;Fix bug with standards loading on the classes merged to the develop branch
13;0;5;1;729127;10;10;4500;Adapt Duplicate phase, Remove phase logic by new design;2019;8;13;11;2;1.74004192872117;"Adapt Duplicate phase, Remove phase logic by new design added bug-fixes; task completed"
13;7;34;3;729126;68;10;900;Standards item markup bugs;2019;8;13;11;2;1.7409948542024;"Standards item markup bugs I will study the bug; create subtasks to solve these bugs!Screenshot from 2019-07-29 16-03-36.png|width=499;height=114![~accountid:5bed2f6c74b7ce17998c0958] [https://gyazo.com/e7b78cd1f64808c34a7cb829a15da9cc]"
13;0;4;1;729125;10;10;7200;Adapt Preview Button;2019;8;13;13;2;1.74194777968363;Adapt Preview Button delegate task to Daniyar
13;0;0;0;729124;86;86;20400;Fix bugs;2019;8;14;1;3;1.74290070516486;Fix bugs
13;110;67.25;4;729123;99;10;91800;Themes-Images;2019;8;14;6;3;1.74385363064608;Themes-Images [https://docs.google.com/spreadsheets/d/13yp_PWf-t8AFghTutYlWYV1sbeZfDPEJRbwbDX2UPWk/edit#gid=1779237210|https://docs.google.com/spreadsheets/d/13yp_PWf-t8AFghTutYlWYV1sbeZfDPEJRbwbDX2DWk| -link] - here are the data of 2 tablesToday:[~accountid:5a5f068e082b082a0e4d85f5] spooled:works.
13;0;25;1;729122;208;10;14400;Adapt Comments and Preview button;2019;8;14;7;3;1.74480655612731;Adapt Comments and Preview button [https://staging.teacherly.io/teacher/unsorted/lessons/1343/plan|https://staging.teacherly.io/teacher/unsorted/lessons/1343/plan]
13;2;5.5;2;729121;10;10;12300;Elements not movable on the canvas;2019;8;14;7;3;1.74575948160854;"Elements not movable on the canvas sent mr to Kirill for feedbackbug-fix added; task completed"
13;0;7;1;729120;10;10;3000;Standards - remove from canvas;2019;8;14;7;3;1.74671240708977;"Standards - remove from canvas bug-fix added; mr sent for feedback"
13;0;0;0;729118;68;68;900;test layout;2019;8;14;8;3;1.74861825805222;test layout
13;0;0;0;729116;208;208;14400;setup project;2019;8;14;10;3;1.75052410901467;setup project
13;0;0;0;729115;86;86;21600;Solve problems with incorrect googleSearch output;2019;8;14;10;3;1.7514770344959;Solve problems with incorrect googleSearch output
13;0;7;1;729114;10;10;9000;Adapt logic in Lesson templates;2019;8;15;10;4;1.75242995997713;"Adapt logic in Lesson templates whole logic into templates adapted; task completed"
13;0;0;0;729113;68;68;900;Planning task;2019;8;15;11;4;1.75338288545836;Planning task
13;0;0;0;729112;68;68;7200;Add styles for checkbox list(modal window);2019;8;15;11;4;1.75433581093958;Add styles for checkbox list(modal window)
13;0;0;0;729111;68;68;6000;Change name and styles for master skill section in cover;2019;8;15;11;4;1.75528873642081;Change name and styles for master skill section in cover
13;0;0;0;729110;68;68;600;test layout;2019;8;15;11;4;1.75624166190204;test layout
13;1;7;2;729106;10;10;7200;Display standards in student dashboard;2019;8;16;7;5;1.76005336382695;"Display standards in student dashboard standards into lesson dashboard addedmerged logic to the develop branch (staging); task completed"
13;0;31;1;729105;10;10;2700;Check the ability to display the amount of searchable elements;2019;8;16;10;5;1.76100628930818;Check the ability to display the amount of searchable elements 
13;1;8.5;2;729104;10;10;1800;Do not work Homework phases addition in side-menu;2019;8;16;11;5;1.7619592147894;"Do not work Homework phases addition in side-menu bug-fix added; will merge it after pipeline updatedmerged changes to the Layout branch; task completed"
13;1;6;2;729103;10;10;5400;Close all modals after elements added to the canvas;2019;8;16;12;5;1.76291214027063;Close all modals after elements added to the canvas sent mr to Kirill for reviewpushed logic to the Layout branch
13;0;6;1;729102;10;10;3000;preview link fix;2019;8;19;10;1;1.76386506575186;"preview link fix added minor bug-fixes; task completed"
13;0;16;1;729101;86;86;2880;Problems with displaying some extensions in the Canvas-attach file;2019;8;19;12;1;1.76481799123309;Problems with displaying some extensions in the Canvas-attach file This task is irrelevant. Only .mp3 and .ai files are not loaded. All other extensions work
13;0;9;1;729100;68;68;7200;"Add mark up and styles for ""prev"" and ""next"" buttons";2019;8;19;12;1;1.76577091671431;"Add mark up and styles for ""prev"" and ""next"" buttons It is necessary to clarify the requirements for the task. I sent Vlad a couple of questions."
13;0;0;0;729099;68;68;600;test layout;2019;8;19;12;1;1.76672384219554;test layout
13;0;0;0;729098;68;68;13200;Add html mark up and styles for buttons;2019;8;19;12;1;1.76767676767677;Add html mark up and styles for buttons
13;0;0;0;729097;68;68;600;Planning task;2019;8;19;12;1;1.76862969315799;Planning task
13;0;0;0;729093;86;86;8400;Get feedback from Gulya;2019;8;20;12;2;1.7724413950829;Get feedback from Gulya
13;0;25;1;729092;10;10;3600;Check Quizzes Logic;2019;8;20;12;2;1.77339432056413;"Check Quizzes Logic checked on my pc; symbols display not actual on my pc; with Kirill decided that he will check on the another pc in the office"
13;0;0;0;729090;86;86;2100;Study the old pagination and new buttons layout;2019;8;20;12;2;1.77530017152659;Study the old pagination and new buttons layout
13;0;0;0;729089;86;86;28800;Implement logic for prev and next buttons;2019;8;20;12;2;1.77625309700781;Implement logic for prev and next buttons
13;0;0;0;729088;86;86;1200;Connect buttons to several modal windows;2019;8;20;12;2;1.77720602248904;Connect buttons to several modal windows
13;0;0;0;729087;86;86;4800;Test components and fix bugs;2019;8;20;12;2;1.77815894797027;Test components and fix bugs
13;0;0;0;729086;11;37;9900;Add all subjects to the trial version;2019;8;20;13;2;1.7791118734515;Add all subjects to the trial version
13;58;10;3;729085;10;10;97500;Adding comments to the canvas;2019;8;20;13;2;1.78006479893272;"Adding comments to the canvas problems with sockets; do not work correctly now with new markup. Will continue tomorrow morningneed to communicate with KirillAlexei works on comments bugs; this task is not actual"
13;0;9;1;729081;10;10;1800;Mastery Skills upload to the staging db;2019;8;21;7;3;1.78387650085763;"Mastery Skills upload to the staging db mastery skills uploaded; 6 of them like in design"
13;0;100;1;729080;1;10;2400;Update staging DB;2019;8;21;7;3;1.78482942633886;Update staging DB create backup dump
13;0;0;0;729078;68;68;1800;Add mark up for modal window;2019;8;21;7;3;1.78673527730131;Add mark up for modal window
13;0;0;0;729076;68;68;7200;Display modal window;2019;8;21;7;3;1.78864112826377;Display modal window
13;0;0;0;729075;68;68;1200;test layout;2019;8;21;7;3;1.789594053745;test layout
13;0;0;0;729073;68;68;1800;Add block with text in resources, images and file modal windows;2019;8;21;7;3;1.79149990470745;Add block with text in resources, images and file modal windows
13;0;0;0;729072;68;68;5400;Stylize block with text;2019;8;21;7;3;1.79245283018868;Stylize block with text
13;0;0;0;729071;68;68;600;test layout;2019;8;21;7;3;1.79340575566991;test layout
13;0;0;0;729070;68;68;2400;Work on feedback;2019;8;21;7;3;1.79435868115113;Work on feedback
13;0;0;0;729069;68;68;900;Planning task;2019;8;21;7;3;1.79531160663236;Planning task
13;1337;17;4;729068;10;37;900;Resources from ready templates are not displayed on lesson canvas;2019;8;21;10;3;1.79626453211359;"Resources from ready templates are not displayed on lesson canvas tried to reproduce the bug with templates on my pc; can't. Will communicate with Tamara later[~accountid:5d2c7aed9d2a1b0c797ef43d] can not reproduce the bug on my pc; please can we have a call? and u will demonstrate a bugcouldn't reproduce the bug again.The reason of the bug eliminate wasd in templates&layouts improvements. The old templates with broken resources are not restorable. Closing this ticket."
13;2;28.6666666666667;3;729067;86;86;2700;The Canvas-activity component displays strange characters opposite the answers;2019;8;22;5;4;1.79721745759482;The Canvas-activity component displays strange characters opposite the answers [Kirill|https://gitlab.com/kotyunin] mentioned this issue in [a commit of teacherly/teacherly|https://gitlab.com/teacherly/teacherly/commit/3cffe19a7eacb04acdfbc9bf9f82beb632e2c774]:[Kirill|https://gitlab.com/kotyunin] mentioned this issue in [a commit of teacherly/teacherly|https://gitlab.com/teacherly/teacherly/commit/d8c7fbad8af624d38c1e36ded9dfeea171c89b28]:[Kirill|https://gitlab.com/kotyunin] mentioned this issue in [a commit of teacherly/teacherly|https://gitlab.com/teacherly/teacherly/commit/cd3e404fe0af83bf6b45501252eb240d834de169]:
13;3;10;2;729066;10;10;20700;Adapt notifications display in the canvas;2019;8;22;7;4;1.79817038307604;"Adapt notifications display in the canvas sent mr to Anton; he will fix bugs in markupnotifications adapted; will merge logic as soon builds will update"
13;0;0;0;729064;68;68;1800;Add minor fix in grid styles;2019;8;22;7;4;1.8000762340385;Add minor fix in grid styles
13;0;0;0;729063;68;68;300;test layout;2019;8;22;7;4;1.80102915951973;test layout
13;0;0;0;729062;86;86;8400;Configure the correct appearance of the next and prev;2019;8;22;8;4;1.80198208500095;Configure the correct appearance of the next and prev
13;0;0;0;729061;68;68;600;Planning task;2019;8;22;8;4;1.80293501048218;Planning task
13;0;0;0;729060;68;68;7200;Add scroll for quiz modal;2019;8;22;8;4;1.80388793596341;Add scroll for quiz modal
13;0;0;0;729059;68;68;1200;test layout;2019;8;22;8;4;1.80484086144463;test layout
13;0;3;1;729057;206;206;7200;Onboarding in project;2019;8;22;13;4;1.80674671240709;Onboarding in project Onboarded and tested.
13;36;14;5;729056;10;10;46800;Collect themes data from staging DB;2019;8;22;16;4;1.80769963788832;"Collect themes data from staging DB wrote task to Marat; he need to provide me the dumpdump attachedyesterday work on data collection; problems with phases state; need to communicate with Ulan and Alekseipushed add_theme logic to the [https://lumicislate.atlassian.net/browse/TILT-1754|https://lumicislate.atlassian.net/browse/TILT-1754|smart-link] branchdone with collecting objects from Vlad`s themes"
13;0;5;1;729055;10;10;3600;Remove unused modals from code database;2019;8;22;16;4;1.80865256336954;Remove unused modals from code database changes pushed to the staging
13;0;0;0;729054;1;10;600;Provide staging database-dump;2019;8;23;6;5;1.80960548885077;Provide staging database-dump
13;0;10;1;729053;10;10;1800;No standards in export template logic;2019;8;23;6;5;1.810558414332;"No standards in export template logic bug fixed; will merge as soon as pipeline will update"
13;5;11.3333333333333;3;729052;10;10;14400;Selected standards and mastery skills do not appear correctly;2019;8;23;7;5;1.81151133981323;"Selected standards and mastery skills do not appear correctly sent mr to Kirill for reviewsent mr to Kirill for review [https://gitlab.com/teacherly/teacherly/merge_requests/304|https://gitlab.com/teacherly/teacherly/merge_requests/304]reviewed; pushed fixes to the staging. task completed"
13;0;0;0;729051;68;68;900;Planning task;2019;8;23;7;5;1.81246426529445;Planning task
13;0;0;0;729050;68;68;2400;Study bug;2019;8;23;7;5;1.81341719077568;Study bug
13;0;0;0;729049;86;86;4080;test component;2019;8;23;7;5;1.81437011625691;test component
13;0;0;0;729048;68;68;7200;Fix indents for description section;2019;8;23;8;5;1.81532304173814;Fix indents for description section
13;0;0;0;729047;68;68;3000;test layout;2019;8;23;9;5;1.81627596721936;test layout
13;0;0;0;729044;86;86;5400;Research old logic and Canvas-comments classes;2019;8;23;9;5;1.81913474366305;Research old logic and Canvas-comments classes
13;0;0;0;729043;86;86;8400;Compare classes and rewrite as configured in the old logic;2019;8;23;11;5;1.82008766914427;Compare classes and rewrite as configured in the old logic
13;0;0;0;729041;68;68;600;Planning task;2019;8;23;12;5;1.82199352010673;Planning task
13;0;0;0;729040;68;68;4800;Fix styles for tab;2019;8;23;12;5;1.82294644558795;Fix styles for tab
13;0;0;0;729039;68;68;600;test layout;2019;8;23;12;5;1.82389937106918;test layout
13;0;0;0;729038;68;68;6000;Work on feedback;2019;8;23;12;5;1.82485229655041;Work on feedback
13;0;0;0;729037;68;68;3600;Study bugs;2019;8;23;12;5;1.82580522203164;Study bugs
13;0;0;0;729035;68;68;9000;Fix bug with bottom indents for standard item;2019;8;26;6;1;1.82771107299409;Fix bug with bottom indents for standard item
13;0;24;1;729034;86;86;5100;Hovering the cursor over menu items causes strange text to appear. You need to correct the text;2019;8;26;6;1;1.82866399847532;Hovering the cursor over menu items causes strange text to appear. You need to correct the text I found out where the strange symbols are coming from. Waiting for Vlad to answer which text to show when pointing to menu items
13;6;18.6666666666667;3;729033;10;10;8700;Standards and mastery skills in preview not displayed;2019;8;26;6;1;1.82961692395655;"Standards and mastery skills in preview not displayed problem was in cover-phases; fixed both in the lesson and lesson-templates logicas a part of this task; fixed bug in search standards logic. will push to the staging; as soon as pipeline will updatepushed bug-fixes to the staging. task completed"
13;0;6;1;729032;86;86;10620;Remove autosave when clicking on a text block on canvas;2019;8;26;8;1;1.83056984943777;Remove autosave when clicking on a text block on canvas Autosave modified to be more convinient
13;2;47.5;2;729031;10;10;3600;Phases - Bugs;2019;8;26;8;1;1.831522774919;Phases - Bugs [~accountid:5d2c7aed9d2a1b0c797ef43d] [~accountid:557058:7ae9d263-27ab-437c-9306-d8fad371f87c]confirmed limitations with [~accountid:557058:c0478580-c9ba-40cd-833c-edc0eae6d85e] . [https://gyazo.com/ef271eaf18e0703b62a34d3560ab2f80|https://gyazo.com/ef271eaf18e0703b62a34d3560ab2f80]
13;0;0;0;729029;68;68;600;Planning task;2019;8;26;9;1;1.83342862588146;Planning task
13;0;7;1;729028;68;68;3600;Study bug;2019;8;26;9;1;1.83438155136268;Study bug I need 1h to complete this task
13;0;0;0;729027;68;68;1800;test layout;2019;8;26;9;1;1.83533447684391;test layout
13;2;18;2;729025;10;10;3600;Hide standards and mastery skills fields in the Cover Phase;2019;8;26;11;1;1.83724032780637;"Hide standards and mastery skills fields in the Cover Phase added validation to hide standards and mastery skills fields; if there are no standards || mastery skills in the lesson||lesson-template. Will push as soon as pipeline will updatemerged logic to the staging; task completed"
13;0;0;0;729024;68;68;9000;Add new styles for phase time;2019;8;26;11;1;1.83819325328759;Add new styles for phase time
13;0;0;0;729023;86;86;3600;Remove toolbar in the cover page;2019;8;26;11;1;1.83914617876882;Remove toolbar in the cover page
13;2;11.5;2;729021;10;10;7200;Add restriction to phases duplication logic;2019;8;26;12;1;1.84105202973127;"Add restriction to phases duplication logic added validations; error-messages displayed. will push to the staging; as soon as pipeline will updatepushed logic to the staging; task completed"
13;0;0;0;729019;86;86;31200;Refine inactive slider arrows to create lessons;2019;8;27;7;2;1.84295788069373;Refine inactive slider arrows to create lessons
13;0;0;0;729018;68;68;4200;Remove * item from standards section;2019;8;27;8;2;1.84391080617496;Remove * item from standards section
13;0;0;0;729017;68;68;600;test layout;2019;8;27;8;2;1.84486373165618;test layout
13;0;0;0;729015;68;68;300;Planning task;2019;8;27;8;2;1.84676958261864;Planning task
13;0;0;0;729013;68;68;900;Planning task;2019;8;27;11;2;1.84867543358109;Planning task
13;0;0;0;729012;68;68;4200;Study how to add styles for canvas page when fullscreen mod is active;2019;8;27;11;2;1.84962835906232;Study how to add styles for canvas page when fullscreen mod is active
13;0;0;0;729011;68;68;1800;test layout;2019;8;27;11;2;1.85058128454355;test layout
13;0;0;0;729009;68;68;2400;Add black background for canvas page when fullscreen is active;2019;8;27;12;2;1.852487135506;Add black background for canvas page when fullscreen is active
13;0;0;0;729007;86;68;1920;Fix line height for text on canvas;2019;8;27;12;2;1.85439298646846;Fix line height for text on canvas
13;0;0;0;729005;68;68;900;Planning task;2019;8;28;7;3;1.85629883743091;Planning task
13;0;0;0;729002;68;68;9000;Study how to add styles for canvas item when full screen mod active;2019;8;28;7;3;1.8591576138746;Study how to add styles for canvas item when full screen mod active
13;0;0;0;728999;86;86;1200;Remove the vertical scroll bar when clicking on the profile;2019;8;28;7;3;1.86201639031828;Remove the vertical scroll bar when clicking on the profile
13;2;9.5;2;728997;33;37;4800;Can't assign subject to the teacher in teacher admin;2019;8;28;8;3;1.86392224128073;"Can't assign subject to the teacher in teacher admin [~accountid:5d2c7aed9d2a1b0c797ef43d] have applied fix; you can check it on staging[~accountid:557058:dc97fe24-bdda-4965-9046-7974ad38ae38] works."
13;4;63.5;2;728994;33;37;42600;Add quiz logic in the student dashboard;2019;8;28;8;3;1.86678101772441;Add quiz logic in the student dashboard [~accountid:5d2c7aed9d2a1b0c797ef43d] instructions on how to take a quizchecked. Quiz works now.
13;3;35.5;2;728993;33;37;12600;Can't resize big image on the canvas;2019;8;28;9;3;1.86773394320564;"Can't resize big image on the canvas [~accountid:5d2c7aed9d2a1b0c797ef43d] please; check big image resizing and positioning on the canvas center. However;Checked. Now image positioned to center; created task for Anton to prepare markup."
13;0;0;0;728992;86;86;2700;Test Canvas-layout for bugs on the layout;2019;8;28;9;3;1.86868686868687;Test Canvas-layout for bugs on the layout
13;2;9;2;728991;10;10;3600;Add url button disappeared;2019;8;28;10;3;1.8696397941681;"Add url button disappeared redid URL validation; will push to the staging as soon as pipeline will updatetested and merged logic"
13;0;0;0;728990;68;86;600;Customize z-index in the ReactSelect drop-down list in the modal resource window;2019;8;28;10;3;1.87059271964932;Customize z-index in the ReactSelect drop-down list in the modal resource window
13;0;0;0;728988;86;86;6420;Remove the creation of a video block using an empty link in Canvas-videos;2019;8;28;10;3;1.87249857061178;Remove the creation of a video block using an empty link in Canvas-videos
13;0;0;0;728985;68;68;9000;Add styles for scrollbar;2019;8;28;12;3;1.87535734705546;Add styles for scrollbar
13;0;0;0;728984;68;68;600;test layout;2019;8;28;12;3;1.87631027253669;test layout
13;0;0;0;728982;68;68;600;Planning task;2019;8;28;12;3;1.87821612349914;Planning task
13;2;10;2;728981;10;10;7200;Themes logic in templates;2019;8;28;12;3;1.87916904898037;"Themes logic in templates logic was adapted; will check merge request tomorrow morning additionally and push to the staginglogic pushed to the staging"
13;0;0;0;728980;86;86;1500;Add the search button to Canvas-images input;2019;8;28;13;3;1.8801219744616;Add the search button to Canvas-images input
13;19;65;3;728979;1;37;4200;Testing of the platform after merge;2019;8;28;14;3;1.88107489994282;"Testing of the platform after merge # [https://staging.teacherly.io/teacher/login|https://staging.teacherly.io/teacher/login] no password view option (yes stylish but would recommend) [https://prnt.sc /ozgi0f|https://prnt.sc/ozgi0f]7. When entering a login in chrome - the input is underlined; there is no such thing in firefox (xs to you or to the browser)tested."
13;0;0;0;728978;68;68;3600;Fix minor layout bugs;2019;8;28;15;3;1.88202782542405;Fix minor layout bugs
13;0;0;0;728977;86;86;2040;Remove the border from the canvas and add a box-shadow;2019;8;28;16;3;1.88298075090528;Remove the border from the canvas and add a box-shadow
13;0;0;0;728976;86;86;600;Increase font size in Starter Phase;2019;8;28;16;3;1.88393367638651;Increase font size in Starter Phase
13;0;11;1;728975;86;86;13200;Fix the bug with adding new phases;2019;8;29;6;4;1.88488660186773;Fix the bug with adding new phases Fixed with [~accountid:557058:aa0d475c-712d-4039-803e-4f5df9c3da53] before deploy.
